business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,attributes,categories,hours,importance,proximity,popularity,osm_restaurant,osm_bar,osm_cafe,osm_fast_food,osm_college,osm_library,osm_school,osm_university,osm_bus_station,osm_parking,osm_taxi,osm_bank,osm_hospital,osm_social_facility,osm_arts_centre,osm_cinema,osm_casino,osm_theatre,osm_place_of_worship,osm_police
2xESRiEdjlbRh_uO9LpAJw,Takumi Sushi Restaurant,484 Yonge Street,Toronto,ON,M4Y 1X5,43.6625929,-79.3837934,2.5,39,0,"{""OutdoorSeating"": ""False"", ""BusinessParking"": {""garage"": ""False"", ""street"": ""True"", ""validated"": ""False"", ""lot"": ""False"", ""valet"": ""False""}, ""BikeParking"": ""True"", ""RestaurantsTakeOut"": ""True"", ""Alcohol"": ""full_bar"", ""RestaurantsDelivery"": ""True"", ""RestaurantsPriceRange2"": ""2"", ""RestaurantsReservations"": ""True"", ""RestaurantsGoodForGroups"": ""True"", ""NoiseLevel"": ""average"", ""HasTV"": ""False"", ""GoodForKids"": ""True"", ""Ambience"": {""romantic"": ""False"", ""intimate"": ""False"", ""classy"": ""False"", ""hipster"": ""False"", ""divey"": ""False"", ""touristy"": ""False"", ""trendy"": ""False"", ""upscale"": ""False"", ""casual"": ""True""}, ""RestaurantsAttire"": ""casual""}","Japanese, Sushi Bars, Restaurants",{},3,0.4602488042746379,97.5,247,15,152,265,0,9,3,1,0,117,2,37,0,2,0,3,0,11,9,0
2wrzJrML4I00e-11UiV4iQ,Raaw Japanese Cuisine,"171 E Liberty Street, Suite 146",Toronto,ON,M6K 3P6,43.6380387525,-79.4169799301,3.5,62,0,"{""RestaurantsGoodForGroups"": ""True"", ""Alcohol"": ""full_bar"", ""NoiseLevel"": ""average"", ""RestaurantsAttire"": ""casual"", ""OutdoorSeating"": ""False"", ""BusinessParking"": {""garage"": ""False"", ""street"": ""True"", ""validated"": ""False"", ""lot"": ""False"", ""valet"": ""False""}, ""BikeParking"": ""True"", ""Ambience"": {""romantic"": ""False"", ""intimate"": ""False"", ""classy"": ""False"", ""hipster"": ""False"", ""divey"": ""False"", ""touristy"": ""False"", ""trendy"": ""False"", ""upscale"": ""False"", ""casual"": ""True""}, ""GoodForKids"": ""True"", ""RestaurantsReservations"": ""True"", ""HasTV"": ""False"", ""WiFi"": ""no"", ""RestaurantsTakeOut"": ""True"", ""RestaurantsPriceRange2"": ""2"", ""RestaurantsDelivery"": ""True""}","Japanese, Restaurants","{""Monday"": ""11:00-22:00"", ""Tuesday"": ""11:00-22:00"", ""Wednesday"": ""11:00-22:00"", ""Thursday"": ""11:00-22:00"", ""Friday"": ""11:00-22:00"", ""Saturday"": ""12:00-22:00"", ""Sunday"": ""16:00-22:00""}",0,3.9514839221219367,217.0,83,17,34,36,0,0,0,0,1,17,0,11,0,4,3,0,0,1,5,2
iB1iGtTgr3fucKrT9yxinw,Mr.Tonkatsu,548 Yonge Street,Toronto,ON,M4Y 1Y8,43.66433060000001,-79.3845168,4.0,69,1,"{""RestaurantsTableService"": ""True"", ""NoiseLevel"": ""average"", ""GoodForMeal"": {""dessert"": ""False"", ""latenight"": ""False"", ""lunch"": ""True"", ""dinner"": ""True"", ""brunch"": ""False"", ""breakfast"": ""False""}, ""RestaurantsReservations"": ""True"", ""BusinessParking"": {""garage"": ""False"", ""street"": ""False"", ""validated"": ""False"", ""lot"": ""False"", ""valet"": ""False""}, ""BikeParking"": ""False"", ""RestaurantsPriceRange2"": ""2"", ""GoodForKids"": ""True"", ""OutdoorSeating"": ""False"", ""WiFi"": ""no"", ""Alcohol"": ""beer_and_wine"", ""RestaurantsTakeOut"": ""True"", ""Ambience"": {""touristy"": ""False"", ""hipster"": ""False"", ""romantic"": ""False"", ""intimate"": ""False"", ""trendy"": ""False"", ""upscale"": ""False"", ""classy"": ""False"", ""casual"": ""True""}, ""Caters"": ""False"", ""WheelchairAccessible"": ""True"", ""RestaurantsGoodForGroups"": ""True"", ""HasTV"": ""True"", ""RestaurantsAttire"": ""casual"", ""RestaurantsDelivery"": ""False""}","Korean, Japanese, Restaurants","{""Monday"": ""16:30-22:00"", ""Tuesday"": ""16:30-22:00"", ""Wednesday"": ""16:30-22:00"", ""Thursday"": ""16:30-22:00"", ""Friday"": ""11:30-22:00"", ""Saturday"": ""11:30-22:00"", ""Sunday"": ""11:30-21:00""}",3,0.6253775801290811,276.0,239,12,141,253,0,8,3,1,0,116,1,33,0,1,0,3,0,10,9,0
q9_gLvTNf11etVxbH7JY0Q,Yasu,81 Harbord Street,Toronto,ON,M5S 1G4,43.662726844,-79.4031832,4.5,354,1,"{""HasTV"": ""False"", ""RestaurantsTakeOut"": ""False"", ""Caters"": ""False"", ""GoodForMeal"": {""dessert"": ""False"", ""latenight"": ""False"", ""lunch"": ""False"", ""dinner"": ""True"", ""brunch"": ""False"", ""breakfast"": ""False""}, ""Alcohol"": ""beer_and_wine"", ""RestaurantsDelivery"": ""False"", ""RestaurantsTableService"": ""True"", ""OutdoorSeating"": ""False"", ""NoiseLevel"": ""quiet"", ""WiFi"": ""no"", ""BusinessParking"": {""garage"": ""False"", ""street"": ""True"", ""validated"": ""False"", ""lot"": ""False"", ""valet"": ""False""}, ""RestaurantsReservations"": ""True"", ""RestaurantsGoodForGroups"": ""False"", ""BikeParking"": ""True"", ""RestaurantsAttire"": ""casual"", ""RestaurantsPriceRange2"": ""4"", ""GoodForKids"": ""False"", ""BusinessAcceptsCreditCards"": ""True"", ""Ambience"": {""touristy"": ""False"", ""hipster"": ""False"", ""romantic"": ""False"", ""intimate"": ""False"", ""trendy"": ""False"", ""upscale"": ""False"", ""classy"": ""True"", ""casual"": ""False""}, ""DogsAllowed"": ""False""}","Food, Japanese, Restaurants, Sushi Bars","{""Monday"": ""18:00-23:00"", ""Tuesday"": ""18:00-23:00"", ""Wednesday"": ""18:00-23:00"", ""Thursday"": ""18:00-23:00"", ""Friday"": ""17:00-23:30"", ""Saturday"": ""17:00-23:30"", ""Sunday"": ""17:00-23:30""}",4,1.9731071276194097,1593.0,201,27,58,85,0,10,5,1,1,25,2,12,0,4,1,1,0,9,10,1
ryyptYnhb8n94NnEF_MRnQ,Ryoji Ramen & Izakaya,690 College Street,Toronto,ON,M6G 1C1,43.6554188,-79.4177747,3.5,151,0,"{""RestaurantsTakeOut"": ""True"", ""RestaurantsReservations"": ""True"", ""Alcohol"": ""full_bar"", ""RestaurantsPriceRange2"": ""2"", ""RestaurantsGoodForGroups"": ""True"", ""Ambience"": {""romantic"": ""False"", ""intimate"": ""False"", ""classy"": ""False"", ""hipster"": ""False"", ""divey"": ""False"", ""touristy"": ""False"", ""trendy"": ""False"", ""upscale"": ""False"", ""casual"": ""True""}, ""BikeParking"": ""True"", ""OutdoorSeating"": ""True"", ""HasTV"": ""True"", ""Caters"": ""False"", ""RestaurantsAttire"": ""casual"", ""NoiseLevel"": ""loud"", ""RestaurantsDelivery"": ""False"", ""GoodForMeal"": {""dessert"": ""False"", ""latenight"": ""False"", ""lunch"": ""False"", ""dinner"": ""True"", ""brunch"": ""False"", ""breakfast"": ""False""}, ""BusinessParking"": {""garage"": ""False"", ""street"": ""True"", ""validated"": ""False"", ""lot"": ""False"", ""valet"": ""False""}, ""WiFi"": ""no"", ""RestaurantsTableService"": ""True"", ""GoodForKids"": ""True""}","Sushi Bars, Tapas Bars, Tapas/Small Plates, Restaurants, Ramen, Japanese","{""Monday"": ""17:00-0:00"", ""Tuesday"": ""17:00-0:00"", ""Wednesday"": ""17:00-0:00"", ""Thursday"": ""17:00-0:00"", ""Friday"": ""17:00-2:00"", ""Saturday"": ""11:30-2:00"", ""Sunday"": ""11:30-22:30""}",0,3.1827694088173817,528.5,211,60,62,71,0,0,4,0,0,0,0,14,0,3,2,1,0,7,9,0
YMz-piPpG1Jc-nyWub1SgA,Kaikaki Japanese Restaurant,3307 Bayview Avenue,Toronto,ON,M2N 6J4,43.791884,-79.392358,4.0,40,1,"{""RestaurantsReservations"": ""True"", ""RestaurantsDelivery"": ""False"", ""RestaurantsTakeOut"": ""True"", ""GoodForKids"": ""True"", ""BusinessParking"": {""garage"": ""False"", ""street"": ""False"", ""validated"": ""False"", ""lot"": ""False"", ""valet"": ""False""}, ""WiFi"": ""no"", ""HasTV"": ""True"", ""GoodForMeal"": {""dessert"": ""False"", ""latenight"": ""False"", ""lunch"": ""False"", ""dinner"": ""False"", ""brunch"": ""False"", ""breakfast"": ""False""}, ""RestaurantsGoodForGroups"": ""True"", ""RestaurantsPriceRange2"": ""2"", ""Ambience"": {""touristy"": ""None"", ""hipster"": ""None"", ""romantic"": ""None"", ""intimate"": ""None"", ""trendy"": ""None"", ""upscale"": ""None"", ""classy"": ""None"", ""casual"": ""True""}}","Sushi Bars, Japanese, Restaurants",{},0,14.645462614299054,160.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
5C58ejb2nmJojUFPlvJj2A,Masa Sushi & Teppanyaki,15 Charles Street E,Toronto,ON,M4Y 1S1,43.6686680996,-79.3854890059,2.5,79,0,"{""Ambience"": {""romantic"": ""False"", ""intimate"": ""False"", ""classy"": ""False"", ""hipster"": ""False"", ""divey"": ""False"", ""touristy"": ""False"", ""trendy"": ""False"", ""upscale"": ""False"", ""casual"": ""True""}, ""OutdoorSeating"": ""True"", ""WiFi"": ""no"", ""Alcohol"": ""full_bar"", ""GoodForKids"": ""True"", ""RestaurantsAttire"": ""casual"", ""RestaurantsPriceRange2"": ""2"", ""RestaurantsReservations"": ""True"", ""RestaurantsTakeOut"": ""True"", ""RestaurantsDelivery"": ""True"", ""BusinessParking"": {""garage"": ""True"", ""street"": ""True"", ""validated"": ""False"", ""lot"": ""False"", ""valet"": ""False""}, ""RestaurantsGoodForGroups"": ""True"", ""NoiseLevel"": ""average"", ""BikeParking"": ""False"", ""Caters"": ""True"", ""HasTV"": ""False""}","Restaurants, Japanese, Sushi Bars, Food, Food Delivery Services","{""Monday"": ""11:30-23:00"", ""Tuesday"": ""11:30-23:00"", ""Wednesday"": ""11:30-23:00"", ""Thursday"": ""11:30-23:00"", ""Friday"": ""11:30-23:00"", ""Saturday"": ""11:30-23:00"", ""Sunday"": ""11:30-23:00""}",2,1.0572968201370525,197.5,166,11,98,144,0,8,2,2,1,99,0,23,0,2,0,2,0,9,6,0
FCKexdb00Z0A8IJHjiaAxw,Ken Oh,183 Dundas Street W,Toronto,ON,M5G 1C7,43.654970157700006,-79.3865743652,3.0,61,0,"{""RestaurantsPriceRange2"": ""2"", ""NoiseLevel"": ""average"", ""RestaurantsAttire"": ""casual"", ""RestaurantsReservations"": ""True"", ""WheelchairAccessible"": ""False"", ""HasTV"": ""False"", ""GoodForMeal"": {""dessert"": ""False"", ""latenight"": ""False"", ""lunch"": ""True"", ""dinner"": ""False"", ""brunch"": ""False"", ""breakfast"": ""False""}, ""Ambience"": {""touristy"": ""False"", ""hipster"": ""False"", ""romantic"": ""False"", ""intimate"": ""False"", ""trendy"": ""False"", ""upscale"": ""False"", ""classy"": ""False"", ""casual"": ""True""}, ""RestaurantsTakeOut"": ""True"", ""OutdoorSeating"": ""False"", ""DogsAllowed"": ""False"", ""RestaurantsDelivery"": ""False"", ""WiFi"": ""no"", ""BusinessParking"": {""garage"": ""False"", ""street"": ""True"", ""validated"": ""False"", ""lot"": ""False"", ""valet"": ""False""}, ""GoodForKids"": ""True"", ""BikeParking"": ""True"", ""Caters"": ""False"", ""RestaurantsTableService"": ""True"", ""Alcohol"": ""beer_and_wine"", ""RestaurantsGoodForGroups"": ""True""}","Restaurants, Japanese","{""Monday"": ""11:00-22:00"", ""Tuesday"": ""11:00-22:00"", ""Wednesday"": ""11:00-22:00"", ""Thursday"": ""11:00-22:00"", ""Friday"": ""11:00-22:00"", ""Saturday"": ""11:00-22:00"", ""Sunday"": ""12:00-21:00""}",3,0.8652028293153293,183.0,325,27,218,377,0,9,3,2,1,113,12,70,0,3,1,3,0,11,4,0
sizDIacOnwzgDjKuhyNZqw,HCafe Japanese Cafe,"4750 Yonge Street, Unit 119",Toronto,ON,M2N 5M6,43.7602644,-79.4109593,3.5,51,1,"{""GoodForMeal"": {""dessert"": ""False"", ""latenight"": ""False"", ""lunch"": ""False"", ""dinner"": ""False"", ""brunch"": ""False"", ""breakfast"": ""False""}, ""RestaurantsAttire"": ""casual"", ""NoiseLevel"": ""quiet"", ""RestaurantsTakeOut"": ""True"", ""Ambience"": {""touristy"": ""False"", ""hipster"": ""False"", ""romantic"": ""False"", ""intimate"": ""False"", ""trendy"": ""False"", ""upscale"": ""False"", ""classy"": ""False"", ""casual"": ""False""}, ""BusinessParking"": {""garage"": ""False"", ""street"": ""False"", ""validated"": ""False"", ""lot"": ""False"", ""valet"": ""False""}, ""WiFi"": ""no"", ""RestaurantsPriceRange2"": ""2"", ""GoodForKids"": ""True"", ""HasTV"": ""True"", ""OutdoorSeating"": ""True"", ""RestaurantsReservations"": ""False"", ""RestaurantsDelivery"": ""False"", ""RestaurantsGoodForGroups"": ""False""}","Japanese, Food, Cafes, Desserts, Restaurants","{""Monday"": ""11:30-20:00"", ""Tuesday"": ""11:30-20:00"", ""Wednesday"": ""11:30-20:00"", ""Thursday"": ""11:30-20:00"", ""Friday"": ""11:30-21:00"", ""Saturday"": ""11:30-21:00"", ""Sunday"": ""11:30-20:00""}",0,11.38871139730017,178.5,28,1,14,30,0,1,3,0,0,9,2,11,0,0,0,1,0,3,0,0
DQLhafBySo3p2EJudn-7WA,Toshi Sushi,565 King Street W,Toronto,ON,M5V 1M1,43.644371,-79.3993073,3.5,28,0,"{""RestaurantsGoodForGroups"": ""True"", ""GoodForKids"": ""True"", ""BusinessParking"": {""garage"": ""False"", ""street"": ""True"", ""validated"": ""False"", ""lot"": ""False"", ""valet"": ""False""}, ""OutdoorSeating"": ""False"", ""Alcohol"": ""beer_and_wine"", ""RestaurantsAttire"": ""casual"", ""WiFi"": ""no"", ""Caters"": ""True"", ""RestaurantsPriceRange2"": ""2"", ""Ambience"": {""romantic"": ""False"", ""intimate"": ""False"", ""classy"": ""False"", ""hipster"": ""False"", ""divey"": ""False"", ""touristy"": ""False"", ""trendy"": ""False"", ""upscale"": ""False"", ""casual"": ""True""}, ""RestaurantsTakeOut"": ""True"", ""NoiseLevel"": ""quiet"", ""RestaurantsDelivery"": ""False"", ""RestaurantsReservations"": ""True"", ""HasTV"": ""False"", ""BikeParking"": ""True""}","Japanese, Restaurants, Sushi Bars",{},1,2.4262826914904045,98.0,223,31,87,129,0,2,5,0,0,40,1,24,0,5,3,1,0,4,9,0
tTx6Ac4yQWNnRW2qMHFztg,Yumi Japanese Restaurant,2384 Bloor Street W,Toronto,ON,M6S 1P5,43.6500617,-79.48242629999999,3.5,40,1,"{""RestaurantsDelivery"": ""False"", ""RestaurantsPriceRange2"": ""2"", ""Alcohol"": ""beer_and_wine"", ""NoiseLevel"": ""average"", ""RestaurantsTakeOut"": ""True"", ""RestaurantsAttire"": ""casual"", ""RestaurantsGoodForGroups"": ""True"", ""WiFi"": ""no"", ""RestaurantsReservations"": ""True"", ""BusinessParking"": {""garage"": ""False"", ""street"": ""True"", ""validated"": ""False"", ""lot"": ""False"", ""valet"": ""False""}, ""OutdoorSeating"": ""False"", ""GoodForKids"": ""True"", ""Caters"": ""False"", ""Ambience"": {""romantic"": ""False"", ""intimate"": ""False"", ""classy"": ""False"", ""hipster"": ""False"", ""divey"": ""False"", ""touristy"": ""False"", ""trendy"": ""False"", ""upscale"": ""False"", ""casual"": ""False""}, ""HasTV"": ""True"", ""BikeParking"": ""True""}","Japanese, Restaurants","{""Monday"": ""11:30-22:30"", ""Tuesday"": ""11:30-22:30"", ""Wednesday"": ""11:30-22:30"", ""Thursday"": ""11:30-22:30"", ""Friday"": ""11:30-23:00"", ""Saturday"": ""11:30-23:00"", ""Sunday"": ""16:00-22:00""}",0,8.428316764115088,140.0,34,0,12,17,0,1,2,0,2,0,0,6,0,2,0,1,0,1,1,0
SipHumArj5ZIIpltsWwQpQ,ND Sushi & Grill,3 Baldwin Street,Toronto,ON,M5T 1L1,43.6561157,-79.39238409999999,4.0,76,0,"{""OutdoorSeating"": ""False"", ""GoodForKids"": ""False"", ""Alcohol"": ""beer_and_wine"", ""WiFi"": ""free"", ""GoodForMeal"": {""dessert"": ""False"", ""latenight"": ""False"", ""lunch"": ""False"", ""dinner"": ""True"", ""brunch"": ""False"", ""breakfast"": ""False""}, ""NoiseLevel"": ""quiet"", ""RestaurantsPriceRange2"": ""2"", ""RestaurantsReservations"": ""True"", ""BusinessParking"": {""garage"": ""False"", ""street"": ""True"", ""validated"": ""False"", ""lot"": ""False"", ""valet"": ""False""}, ""BikeParking"": ""False"", ""Caters"": ""True"", ""RestaurantsTableService"": ""True"", ""RestaurantsGoodForGroups"": ""True"", ""RestaurantsAttire"": ""casual"", ""HasTV"": ""False"", ""Ambience"": {""touristy"": ""False"", ""hipster"": ""False"", ""romantic"": ""False"", ""intimate"": ""False"", ""trendy"": ""False"", ""upscale"": ""False"", ""classy"": ""False"", ""casual"": ""False""}, ""RestaurantsDelivery"": ""False"", ""RestaurantsTakeOut"": ""True"", ""DogsAllowed"": ""False"", ""WheelchairAccessible"": ""False""}","Restaurants, Sushi Bars, Japanese","{""Tuesday"": ""17:00-21:15"", ""Wednesday"": ""17:00-21:15"", ""Thursday"": ""17:00-21:15"", ""Friday"": ""17:00-21:15"", ""Saturday"": ""17:00-21:15"", ""Sunday"": ""17:00-21:15""}",2,1.1866659312182395,304.0,317,27,173,285,0,13,6,2,0,89,8,47,0,4,1,2,0,10,6,1
FQzSV_tUK7XG-bAoJ9sRSA,Pujukan Authentic Korean BBQ,4852 Yonge Street,Toronto,ON,M2N 5N2,43.762641,-79.4114733,4.0,40,1,"{""BikeParking"": ""True"", ""GoodForMeal"": {""dessert"": ""False"", ""latenight"": ""False"", ""lunch"": ""False"", ""dinner"": ""False"", ""brunch"": ""False"", ""breakfast"": ""False""}, ""Ambience"": {""touristy"": ""False"", ""hipster"": ""False"", ""romantic"": ""False"", ""intimate"": ""False"", ""trendy"": ""False"", ""upscale"": ""False"", ""classy"": ""False"", ""casual"": ""False""}, ""RestaurantsGoodForGroups"": ""True"", ""Caters"": ""True"", ""OutdoorSeating"": ""False"", ""RestaurantsTakeOut"": ""True"", ""RestaurantsPriceRange2"": ""2"", ""RestaurantsDelivery"": ""False"", ""WiFi"": ""free"", ""DogsAllowed"": ""False"", ""Alcohol"": ""beer_and_wine"", ""WheelchairAccessible"": ""True"", ""BusinessParking"": {""garage"": ""False"", ""street"": ""True"", ""validated"": ""False"", ""lot"": ""True"", ""valet"": ""False""}, ""RestaurantsTableService"": ""True"", ""HappyHour"": ""True"", ""RestaurantsReservations"": ""True"", ""HasTV"": ""False""}","Restaurants, Korean, Barbeque, Asian Fusion, Japanese","{""Monday"": ""11:00-0:00"", ""Tuesday"": ""11:00-0:00"", ""Wednesday"": ""11:00-0:00"", ""Thursday"": ""11:00-0:00"", ""Friday"": ""11:00-1:00"", ""Saturday"": ""17:30-1:00"", ""Sunday"": ""17:30-0:00""}",0,11.65529102367826,160.0,39,1,14,31,0,1,3,0,0,9,2,11,0,0,0,1,0,3,0,0
JFyRzHGYUdx3HwrkN7gEAQ,Nori Sushi,"1530 Albion Road, Unit P2",Toronto,ON,M9V 1B4,43.742925,-79.5870572,3.0,23,0,"{""RestaurantsDelivery"": ""True"", ""HasTV"": ""True"", ""RestaurantsAttire"": ""casual"", ""WiFi"": ""free"", ""RestaurantsPriceRange2"": ""2"", ""NoiseLevel"": ""average"", ""GoodForKids"": ""True"", ""BusinessParking"": {""garage"": ""False"", ""street"": ""False"", ""validated"": ""False"", ""lot"": ""False"", ""valet"": ""False""}, ""Alcohol"": ""full_bar"", ""RestaurantsTakeOut"": ""True"", ""RestaurantsTableService"": ""True"", ""BikeParking"": ""False"", ""Ambience"": {""touristy"": ""False"", ""hipster"": ""False"", ""romantic"": ""False"", ""intimate"": ""False"", ""trendy"": ""False"", ""upscale"": ""False"", ""classy"": ""False"", ""casual"": ""False""}, ""RestaurantsGoodForGroups"": ""True"", ""OutdoorSeating"": ""False""}","Restaurants, Sushi Bars, Japanese",{},0,19.117257072587112,69.0,5,0,2,21,0,0,0,0,0,12,0,2,0,0,0,0,0,0,1,0
v_xuLfW7TXBsQctpOuPvQw,Magic Noodle,93 Harbord Street,Toronto,ON,M5S 1G4,43.6625908,-79.4035401,3.0,102,1,"{""BikeParking"": ""True"", ""RestaurantsDelivery"": ""True"", ""RestaurantsAttire"": ""casual"", ""GoodForKids"": ""True"", ""Alcohol"": ""none"", ""RestaurantsTableService"": ""True"", ""GoodForMeal"": {""dessert"": ""False"", ""latenight"": ""False"", ""lunch"": ""True"", ""dinner"": ""False"", ""brunch"": ""False"", ""breakfast"": ""False""}, ""RestaurantsGoodForGroups"": ""True"", ""Ambience"": {""touristy"": ""False"", ""hipster"": ""False"", ""romantic"": ""False"", ""intimate"": ""False"", ""trendy"": ""False"", ""upscale"": ""False"", ""classy"": ""False"", ""casual"": ""True""}, ""Caters"": ""False"", ""OutdoorSeating"": ""False"", ""HasTV"": ""True"", ""RestaurantsReservations"": ""True"", ""WheelchairAccessible"": ""True"", ""RestaurantsTakeOut"": ""True"", ""WiFi"": ""no"", ""RestaurantsPriceRange2"": ""2"", ""NoiseLevel"": ""average"", ""BusinessParking"": {""garage"": ""False"", ""street"": ""False"", ""validated"": ""False"", ""lot"": ""False"", ""valet"": ""False""}}","Chinese, Restaurants, Ramen, Japanese, Noodles","{""Monday"": ""11:00-1:00"", ""Tuesday"": ""11:00-1:00"", ""Wednesday"": ""11:00-1:00"", ""Thursday"": ""11:00-1:00"", ""Friday"": ""11:00-1:00"", ""Saturday"": ""11:00-1:00"", ""Sunday"": ""11:00-1:00""}",2,1.999788174975467,306.0,208,26,60,84,0,10,5,1,1,24,2,14,0,4,1,1,0,10,10,1
RsXu_NNblaAHT3onHWlLIA,KINTON RAMEN,"1 William Kitchen Rd, Unit A4  Scarborough, Ontario",Toronto,ON,M1P 5B7,43.7709308,-79.2782752,3.5,115,1,"{""GoodForKids"": ""True"", ""RestaurantsGoodForGroups"": ""True"", ""Caters"": ""False"", ""RestaurantsAttire"": ""casual"", ""OutdoorSeating"": ""False"", ""RestaurantsReservations"": ""True"", ""RestaurantsTakeOut"": ""True"", ""WiFi"": ""no"", ""DogsAllowed"": ""False"", ""RestaurantsPriceRange2"": ""2"", ""BusinessParking"": {""garage"": ""False"", ""street"": ""False"", ""validated"": ""False"", ""lot"": ""True"", ""valet"": ""False""}, ""Alcohol"": ""full_bar"", ""RestaurantsTableService"": ""True"", ""ByAppointmentOnly"": ""False"", ""GoodForMeal"": {""dessert"": ""False"", ""latenight"": ""False"", ""lunch"": ""True"", ""dinner"": ""True"", ""brunch"": ""False"", ""breakfast"": ""False""}, ""RestaurantsDelivery"": ""False"", ""NoiseLevel"": ""average"", ""Ambience"": {""touristy"": ""False"", ""hipster"": ""True"", ""romantic"": ""False"", ""intimate"": ""None"", ""trendy"": ""True"", ""upscale"": ""False"", ""classy"": ""False"", ""casual"": ""True""}, ""HasTV"": ""False""}","Restaurants, Ramen, Japanese","{""Monday"": ""11:30-22:30"", ""Tuesday"": ""11:30-22:30"", ""Wednesday"": ""11:30-22:30"", ""Thursday"": ""11:30-22:30"", ""Friday"": ""11:30-22:30"", ""Saturday"": ""11:30-22:30"", ""Sunday"": ""11:30-22:30""}",0,14.714860090888546,402.5,9,0,5,4,0,0,0,0,0,5,0,3,0,0,0,0,0,0,1,0
OuetgAKs90ce74ojny3nMw,Menya Fuji,3 Finch Avenue E,Toronto,ON,M2N,43.7796937,-79.4150748,4.0,123,0,"{""OutdoorSeating"": ""False"", ""Ambience"": {""touristy"": ""False"", ""hipster"": ""False"", ""romantic"": ""False"", ""intimate"": ""False"", ""trendy"": ""False"", ""upscale"": ""False"", ""classy"": ""False"", ""casual"": ""True""}, ""BikeParking"": ""True"", ""BusinessParking"": {""garage"": ""False"", ""street"": ""False"", ""validated"": ""False"", ""lot"": ""False"", ""valet"": ""False""}, ""RestaurantsDelivery"": ""False"", ""RestaurantsPriceRange2"": ""2"", ""RestaurantsTableService"": ""True"", ""RestaurantsTakeOut"": ""True"", ""NoiseLevel"": ""quiet"", ""Caters"": ""False"", ""RestaurantsReservations"": ""False"", ""RestaurantsGoodForGroups"": ""True"", ""Alcohol"": ""beer_and_wine"", ""HasTV"": ""True"", ""RestaurantsAttire"": ""casual"", ""WiFi"": ""free"", ""GoodForKids"": ""True"", ""GoodForMeal"": {""dessert"": ""False"", ""latenight"": ""False"", ""lunch"": ""True"", ""dinner"": ""True"", ""brunch"": ""False"", ""breakfast"": ""False""}}","Ramen, Restaurants, Japanese","{""Monday"": ""0:00-0:00"", ""Tuesday"": ""11:30-22:30"", ""Wednesday"": ""11:30-22:30"", ""Thursday"": ""11:30-22:30"", ""Friday"": ""11:30-22:30"", ""Saturday"": ""11:30-22:30"", ""Sunday"": ""11:30-20:30""}",0,13.567368005683127,492.0,75,5,16,14,0,0,2,0,0,7,2,9,0,0,0,1,0,0,4,0
MphZ3K-bp62qQ1aKxbKB4Q,Ho Sushi Express,28 Lee Centre Drive,Toronto,ON,M1H 3J1,43.7809966,-79.2474296,4.5,53,1,"{""HasTV"": ""False"", ""RestaurantsAttire"": ""casual"", ""Alcohol"": ""none"", ""OutdoorSeating"": ""False"", ""Caters"": ""True"", ""DogsAllowed"": ""False"", ""ByAppointmentOnly"": ""False"", ""WiFi"": ""free"", ""RestaurantsTableService"": ""True"", ""RestaurantsTakeOut"": ""True"", ""Ambience"": {""touristy"": ""False"", ""hipster"": ""False"", ""romantic"": ""False"", ""intimate"": ""False"", ""trendy"": ""False"", ""upscale"": ""False"", ""classy"": ""False"", ""casual"": ""False""}, ""BikeParking"": ""True"", ""GoodForMeal"": {""dessert"": ""False"", ""latenight"": ""False"", ""lunch"": ""False"", ""dinner"": ""False"", ""brunch"": ""False"", ""breakfast"": ""False""}, ""RestaurantsGoodForGroups"": ""False"", ""RestaurantsDelivery"": ""True"", ""RestaurantsReservations"": ""False"", ""GoodForKids"": ""False"", ""HappyHour"": ""False"", ""WheelchairAccessible"": ""True"", ""BusinessParking"": {""garage"": ""False"", ""street"": ""True"", ""validated"": ""False"", ""lot"": ""False"", ""valet"": ""False""}}","Sushi Bars, Japanese, Restaurants","{""Tuesday"": ""11:30-22:00"", ""Wednesday"": ""11:30-22:00"", ""Thursday"": ""11:30-22:00"", ""Friday"": ""11:30-22:00"", ""Saturday"": ""11:30-22:00"", ""Sunday"": ""11:30-22:00""}",0,17.079990491659675,238.5,8,0,8,37,0,0,1,0,1,2,0,3,0,0,0,0,0,0,1,0
